TIME,LAT,LON,PREC
19980101.0,-88.75,156.25,4.5450006
19980101.0,-88.75,158.75,1.7325003
19980101.0,-88.75,161.25,0.5774999
19980101.0,-88.75,163.75,0.8175
19980101.0,-88.75,166.25,0.99000007
19980101.0,-88.75,168.75,3.0599997
19980101.0,-88.75,171.25,2.6399999
19980101.0,-88.75,173.75,1.6650002
19980101.0,-88.75,176.25,0.57
19980101.0,-88.75,178.75,0.36
19980101.0,-88.75,181.25,0.037499998
19980101.0,-88.75,183.75,0.0
19980101.0,-88.75,186.25,0.0
19980101.0,-88.75,188.75,0.0
19980101.0,-88.75,191.25,0.0
19980101.0,-88.75,193.75,0.022500006
19980101.0,-88.75,196.25,0.8400001
19980101.0,-88.75,198.75,0.62249994
19980101.0,-88.75,201.25,0.4275
19980101.0,-88.75,203.75,0.165
19980101.0,-88.75,206.25,0.27000004
19980101.0,-88.75,208.75,0.0
19980101.0,-88.75,211.25,0.059999987
19980101.0,-88.75,213.75,0.1275
19980101.0,-88.75,216.25,0.3075
19980101.0,-88.75,218.75,0.0
19980101.0,-88.75,221.25,8.4675
19980101.0,-88.75,223.75,2.8275
19980101.0,-88.75,226.25,1.4625
19980101.0,-88.75,228.75,1.1099999
19980101.0,-88.75,231.25,0.05999998
19980101.0,-88.75,233.75,0.0
19980101.0,-88.75,236.25,0.43500015
19980101.0,-88.75,238.75,0.0
19980101.0,-88.75,241.25,0.20249993
19980101.0,-88.75,243.75,0.03749999
19980101.0,-88.75,246.25,0.0
19980101.0,-88.75,248.75,0.0
19980101.0,-88.75,251.25,0.07499998
19980101.0,-88.75,253.75,0.525
19980101.0,-88.75,256.25,0.15749994
19980101.0,-88.75,258.75,0.014999995
19980101.0,-88.75,261.25,0.04499999
19980101.0,-88.75,263.75,0.13499996
19980101.0,-88.75,266.25,0.7200001
19980101.0,-88.75,268.75,1.9574999
19980101.0,-88.75,271.25,0.24749991
19980101.0,-88.75,273.75,0.0
19980101.0,-88.75,276.25,0.80250007
19980101.0,-88.75,278.75,15.727499
19980101.0,-88.75,281.25,6.6899986
19980101.0,-88.75,283.75,9.871924
19980101.0,-88.75,286.25,3.665216
19980101.0,-88.75,288.75,0.0
19980101.0,-88.75,291.25,0.0
19980101.0,-88.75,293.75,0.0
19980101.0,-88.75,296.25,0.0
19980101.0,-88.75,298.75,0.015000004
19980101.0,-88.75,301.25,0.0
19980101.0,-88.75,303.75,0.0
19980101.0,-88.75,306.25,0.0
19980101.0,-88.75,308.75,0.0
19980101.0,-88.75,311.25,0.0
19980101.0,-88.75,313.75,0.0
19980101.0,-88.75,316.25,0.0
19980101.0,-88.75,318.75,0.0074999975
19980101.0,-88.75,321.25,0.0074999975
19980101.0,-88.75,323.75,0.060000017
19980101.0,-88.75,326.25,0.13499999
19980101.0,-88.75,328.75,0.68999976
19980101.0,-88.75,331.25,1.3650002
19980101.0,-88.75,333.75,0.5999999
19980101.0,-88.75,336.25,3.3824997
19980101.0,-88.75,338.75,2.43
19980101.0,-88.75,341.25,3.8099997
19980101.0,-88.75,343.75,6.7425
19980101.0,-88.75,346.25,2.1825
19980101.0,-88.75,348.75,2.0325
19980101.0,-88.75,351.25,0.71250004
19980101.0,-88.75,353.75,0.93749994
19980101.0,-88.75,356.25,1.5374999
19980101.0,-88.75,358.75,19.5075
19980101.0,-86.25,1.25,9.2625
19980101.0,-86.25,3.75,14.422501
19980101.0,-86.25,6.25,11.6475
19980101.0,-86.25,8.75,14.7225
19980101.0,-86.25,11.25,7.665
19980101.0,-86.25,13.75,2.3324995
19980101.0,-86.25,16.25,5.542499
19980101.0,-86.25,18.75,0.7649998
19980101.0,-86.25,21.25,1.5599997
19980101.0,-86.25,23.75,0.585
19980101.0,-86.25,26.25,0.037499957
19980101.0,-86.25,28.75,0.0
19980101.0,-86.25,31.25,0.0
19980101.0,-86.25,33.75,0.0
19980101.0,-86.25,36.25,0.0
19980101.0,-86.25,38.75,0.0
19980101.0,-86.25,41.25,0.0
19980101.0,-86.25,43.75,0.0
19980101.0,-86.25,46.25,0.0
19980101.0,-86.25,48.75,0.0
19980101.0,-86.25,51.25,0.0
19980101.0,-86.25,53.75,0.18000002
19980101.0,-86.25,56.25,0.0
19980101.0,-86.25,58.75,0.0
19980101.0,-86.25,61.25,0.15000005
19980101.0,-86.25,63.75,0.765
19980101.0,-86.25,66.25,0.0
19980101.0,-86.25,68.75,0.0
19980101.0,-86.25,71.25,0.0
19980101.0,-86.25,73.75,0.0
19980101.0,-86.25,76.25,3.4875007
19980101.0,-86.25,78.75,0.052499942
19980101.0,-86.25,81.25,0.0
19980101.0,-86.25,83.75,0.23250002
19980101.0,-86.25,86.25,0.5400002
19980101.0,-86.25,88.75,0.44250017
19980101.0,-86.25,91.25,0.4125
19980101.0,-86.25,93.75,0.014999984
19980101.0,-86.25,96.25,0.44250008
19980101.0,-86.25,98.75,0.052499942
19980101.0,-86.25,101.25,0.13499999
19980101.0,-86.25,103.75,0.022500023
19980101.0,-86.25,106.25,0.022499975
19980101.0,-86.25,108.75,0.0
19980101.0,-86.25,111.25,0.0
19980101.0,-86.25,113.75,0.022499992
19980101.0,-86.25,116.25,0.0
19980101.0,-86.25,118.75,0.18000008
19980101.0,-86.25,121.25,0.082500085
19980101.0,-86.25,123.75,0.0
19980101.0,-86.25,126.25,0.0
19980101.0,-86.25,128.75,0.0
19980101.0,-86.25,131.25,0.0
19980101.0,-86.25,133.75,0.0
19980101.0,-86.25,136.25,0.0
19980101.0,-86.25,138.75,0.0
19980101.0,-86.25,141.25,0.0
19980101.0,-86.25,143.75,0.0
19980101.0,-86.25,146.25,0.0
19980101.0,-86.25,148.75,0.10499996
19980101.0,-86.25,151.25,0.97500026
19980101.0,-86.25,153.75,1.9725001
19980101.0,-86.25,156.25,4.5450015
19980101.0,-86.25,158.75,1.7325013
19980101.0,-86.25,161.25,0.57749987
19980101.0,-86.25,163.75,0.81749994
19980101.0,-86.25,166.25,0.99000025
19980101.0,-86.25,168.75,3.0599995
19980101.0,-86.25,171.25,2.6399999
19980101.0,-86.25,173.75,1.6650003
19980101.0,-86.25,176.25,0.57000005
19980101.0,-86.25,178.75,0.36000007
19980101.0,-86.25,181.25,0.03749999
19980101.0,-86.25,183.75,0.0
19980101.0,-86.25,186.25,0.0
19980101.0,-86.25,188.75,0.0
19980101.0,-86.25,191.25,0.0
19980101.0,-86.25,193.75,0.022500023
19980101.0,-86.25,196.25,0.84000033
19980101.0,-86.25,198.75,0.6224999
19980101.0,-86.25,201.25,0.4275
19980101.0,-86.25,203.75,0.165
19980101.0,-86.25,206.25,0.27000022
19980101.0,-86.25,208.75,0.0
19980101.0,-86.25,211.25,0.059999954
19980101.0,-86.25,213.75,0.1275
19980101.0,-86.25,216.25,0.3075
19980101.0,-86.25,218.75,0.0
19980101.0,-86.25,221.25,8.467499
19980101.0,-86.25,223.75,2.8275008
19980101.0,-86.25,226.25,1.4625001
19980101.0,-86.25,228.75,1.1099999
19980101.0,-86.25,231.25,0.059999935
19980101.0,-86.25,233.75,0.0
19980101.0,-86.25,236.25,0.43500048
19980101.0,-86.25,238.75,0.0
19980101.0,-86.25,241.25,0.20249978
19980101.0,-86.25,243.75,0.037499975
19980101.0,-86.25,246.25,0.0
19980101.0,-86.25,248.75,0.0
19980101.0,-86.25,251.25,0.07499995
19980101.0,-86.25,253.75,0.52500004
19980101.0,-86.25,256.25,0.15749983
19980101.0,-86.25,258.75,0.014999984
19980101.0,-86.25,261.25,0.04499997
19980101.0,-86.25,263.75,0.1349999
19980101.0,-86.25,266.25,0.7200003
19980101.0,-86.25,268.75,1.9574999
19980101.0,-86.25,271.25,0.24749972
19980101.0,-86.25,273.75,0.0
19980101.0,-86.25,276.25,0.80250037
19980101.0,-86.25,278.75,15.727499
19980101.0,-86.25,281.25,6.6899967
19980101.0,-86.25,283.75,9.871923
19980101.0,-86.25,286.25,3.6652148
19980101.0,-86.25,288.75,0.0
19980101.0,-86.25,291.25,0.0
19980101.0,-86.25,293.75,0.0
19980101.0,-86.25,296.25,0.0
19980101.0,-86.25,298.75,0.0150000155
19980101.0,-86.25,301.25,0.0
19980101.0,-86.25,303.75,0.0
19980101.0,-86.25,306.25,0.0
19980101.0,-86.25,308.75,0.0
19980101.0,-86.25,311.25,0.0
19980101.0,-86.25,313.75,0.0
19980101.0,-86.25,316.25,0.0
19980101.0,-86.25,318.75,0.007499992
19980101.0,-86.25,321.25,0.007499992
19980101.0,-86.25,323.75,0.060000062
19980101.0,-86.25,326.25,0.13499999
19980101.0,-86.25,328.75,0.68999934
19980101.0,-86.25,331.25,1.3650008
19980101.0,-86.25,333.75,0.5999997
19980101.0,-86.25,336.25,3.3824997
19980101.0,-86.25,338.75,2.4300003
19980101.0,-86.25,341.25,3.81
19980101.0,-86.25,343.75,6.7425
19980101.0,-86.25,346.25,2.1824996
19980101.0,-86.25,348.75,2.0325
19980101.0,-86.25,351.25,0.7125001
19980101.0,-86.25,353.75,0.9374998
19980101.0,-86.25,356.25,1.5374998
19980101.0,-86.25,358.75,19.507502
19980101.0,-83.75,1.25,9.2625
19980101.0,-83.75,3.75,14.422501
19980101.0,-83.75,6.25,11.6475
19980101.0,-83.75,8.75,14.722499
19980101.0,-83.75,11.25,7.665
19980101.0,-83.75,13.75,2.3324993
19980101.0,-83.75,16.25,5.5424986
19980101.0,-83.75,18.75,0.7649996
19980101.0,-83.75,21.25,1.5599995
19980101.0,-83.75,23.75,0.58500004
19980101.0,-83.75,26.25,0.037499923
19980101.0,-83.75,28.75,0.0
19980101.0,-83.75,31.25,0.0
19980101.0,-83.75,33.75,0.0
19980101.0,-83.75,36.25,0.0
19980101.0,-83.75,38.75,0.0
19980101.0,-83.75,41.25,0.0
19980101.0,-83.75,43.75,0.0
19980101.0,-83.75,46.25,0.0
19980101.0,-83.75,48.75,0.0
19980101.0,-83.75,51.25,0.0
19980101.0,-83.75,53.75,0.18000005
19980101.0,-83.75,56.25,0.0
19980101.0,-83.75,58.75,0.0
19980101.0,-83.75,61.25,0.1500001
19980101.0,-83.75,63.75,0.765
19980101.0,-83.75,66.25,0.0
19980101.0,-83.75,68.75,0.0
19980101.0,-83.75,71.25,0.0
19980101.0,-83.75,73.75,0.0
19980101.0,-83.75,76.25,3.4875014
19980101.0,-83.75,78.75,0.05249989
19980101.0,-83.75,81.25,0.0
19980101.0,-83.75,83.75,0.23250003
19980101.0,-83.75,86.25,0.5400004
19980101.0,-83.75,88.75,0.44250038
19980101.0,-83.75,91.25,0.41250002
19980101.0,-83.75,93.75,0.014999969
19980101.0,-83.75,96.25,0.44250017
19980101.0,-83.75,98.75,0.05249989
19980101.0,-83.75,101.25,0.13499998
19980101.0,-83.75,103.75,0.022500046
19980101.0,-83.75,106.25,0.022499954
19980101.0,-83.75,108.75,0.0
19980101.0,-83.75,111.25,0.0
19980101.0,-83.75,113.75,0.022499984
19980101.0,-83.75,116.25,0.0
19980101.0,-83.75,118.75,0.18000017
19980101.0,-83.75,121.25,0.08250016
19980101.0,-83.75,123.75,0.0
19980101.0,-83.75,126.25,0.0
19980101.0,-83.75,128.75,0.0
19980101.0,-83.75,131.25,0.0
19980101.0,-83.75,133.75,0.0
19980101.0,-83.75,136.25,0.0
19980101.0,-83.75,138.75,0.0
19980101.0,-83.75,141.25,0.0
19980101.0,-83.75,143.75,0.0
19980101.0,-83.75,146.25,0.0
19980101.0,-83.75,148.75,0.10499993
19980101.0,-83.75,151.25,0.9750005
19980101.0,-83.75,153.75,1.9725002
19980101.0,-83.75,156.25,4.5450025
19980101.0,-83.75,158.75,1.7325025
19980101.0,-83.75,161.25,0.5774998
19980101.0,-83.75,163.75,0.81749994
19980101.0,-83.75,166.25,0.99000055
19980101.0,-83.75,168.75,3.059999
19980101.0,-83.75,171.25,2.6399999
19980101.0,-83.75,173.75,1.6650007
19980101.0,-83.75,176.25,0.5700001
19980101.0,-83.75,178.75,0.36000016
19980101.0,-83.75,181.25,0.037499983
19980101.0,-83.75,183.75,0.0
19980101.0,-83.75,186.25,0.0
19980101.0,-83.75,188.75,0.0
19980101.0,-83.75,191.25,0.0
19980101.0,-83.75,193.75,0.022500044
19980101.0,-83.75,196.25,0.8400006
19980101.0,-83.75,198.75,0.62249976
19980101.0,-83.75,201.25,0.4275
19980101.0,-83.75,203.75,0.165
19980101.0,-83.75,206.25,0.2700004
19980101.0,-83.75,208.75,0.0
19980101.0,-83.75,211.25,0.05999991
19980101.0,-83.75,213.75,0.12749998
19980101.0,-83.75,216.25,0.3075
19980101.0,-83.75,218.75,0.0
19980101.0,-83.75,221.25,8.467499
19980101.0,-83.75,223.75,2.8275015
19980101.0,-83.75,226.25,1.4625001
19980101.0,-83.75,228.75,1.1099998
19980101.0,-83.75,231.25,0.059999876
19980101.0,-83.75,233.75,0.0
19980101.0,-83.75,236.25,0.4350009
19980101.0,-83.75,238.75,0.0
19980101.0,-83.75,241.25,0.20249957
19980101.0,-83.75,243.75,0.037499953
19980101.0,-83.75,246.25,0.0
19980101.0,-83.75,248.75,0.0
19980101.0,-83.75,251.25,0.074999906
19980101.0,-83.75,253.75,0.52500004
19980101.0,-83.75,256.25,0.1574997
19980101.0,-83.75,258.75,0.014999969
19980101.0,-83.75,261.25,0.04499994
19980101.0,-83.75,263.75,0.13499981
19980101.0,-83.75,266.25,0.7200007
19980101.0,-83.75,268.75,1.9574997
19980101.0,-83.75,271.25,0.24749948
19980101.0,-83.75,273.75,0.0
19980101.0,-83.75,276.25,0.8025007
19980101.0,-83.75,278.75,15.727498
19980101.0,-83.75,281.25,6.6899943
19980101.0,-83.75,283.75,9.871923
19980101.0,-83.75,286.25,3.6652133
19980101.0,-83.75,288.75,0.0
19980101.0,-83.75,291.25,0.0
19980101.0,-83.75,293.75,0.0
19980101.0,-83.75,296.25,0.0
19980101.0,-83.75,298.75,0.01500003
19980101.0,-83.75,301.25,0.0
19980101.0,-83.75,303.75,0.0
19980101.0,-83.75,306.25,0.0
19980101.0,-83.75,308.75,0.0
19980101.0,-83.75,311.25,0.0
19980101.0,-83.75,313.75,0.0
19980101.0,-83.75,316.25,0.0
19980101.0,-83.75,318.75,0.0074999845
19980101.0,-83.75,321.25,0.0074999845
19980101.0,-83.75,323.75,0.060000118
19980101.0,-83.75,326.25,0.13499999
19980101.0,-83.75,328.75,0.6899988
19980101.0,-83.75,331.25,1.3650016
19980101.0,-83.75,333.75,0.5999995
19980101.0,-83.75,336.25,3.3825
19980101.0,-83.75,338.75,2.4300005
19980101.0,-83.75,341.25,3.81
19980101.0,-83.75,343.75,6.7425
19980101.0,-83.75,346.25,2.1824994
19980101.0,-83.75,348.75,2.0325
19980101.0,-83.75,351.25,0.71250015
19980101.0,-83.75,353.75,0.93749964
19980101.0,-83.75,356.25,1.5374995
19980101.0,-83.75,358.75,19.507505
19980101.0,-81.25,1.25,9.2625
19980101.0,-81.25,3.75,14.422502
19980101.0,-81.25,6.25,11.647501
19980101.0,-81.25,8.75,14.722499
19980101.0,-81.25,11.25,7.665
19980101.0,-81.25,13.75,2.3324988
19980101.0,-81.25,16.25,5.542498
19980101.0,-81.25,18.75,0.7649994
19980101.0,-81.25,21.25,1.5599992
19980101.0,-81.25,23.75,0.58500004
19980101.0,-81.25,26.25,0.037499875
19980101.0,-81.25,28.75,0.0
19980101.0,-81.25,31.25,0.0
19980101.0,-81.25,33.75,0.0
19980101.0,-81.25,36.25,0.0
19980101.0,-81.25,38.75,0.0
19980101.0,-81.25,41.25,0.0
19980101.0,-81.25,43.75,0.0
19980101.0,-81.25,46.25,0.0
19980101.0,-81.25,48.75,0.0
19980101.0,-81.25,51.25,0.0
19980101.0,-81.25,53.75,0.18000008
19980101.0,-81.25,56.25,0.0
19980101.0,-81.25,58.75,0.0
19980101.0,-81.25,61.25,0.15000014
19980101.0,-81.25,63.75,0.765
19980101.0,-81.25,66.25,0.0
19980101.0,-81.25,68.75,0.0
19980101.0,-81.25,71.25,0.0
19980101.0,-81.25,73.75,0.0
19980101.0,-81.25,76.25,3.4875023
19980101.0,-81.25,78.75,0.052499827
19980101.0,-81.25,81.25,0.0
19980101.0,-81.25,83.75,0.23250006
19980101.0,-81.25,86.25,0.5400007
19980101.0,-81.25,88.75,0.4425006
19980101.0,-81.25,91.25,0.41250002
19980101.0,-81.25,93.75,0.01499995
19980101.0,-81.25,96.25,0.44250026
19980101.0,-81.25,98.75,0.052499827
19980101.0,-81.25,101.25,0.13499996
19980101.0,-81.25,103.75,0.022500074
19980101.0,-81.25,106.25,0.022499925
19980101.0,-81.25,108.75,0.0
19980101.0,-81.25,111.25,0.0
19980101.0,-81.25,113.75,0.022499975
19980101.0,-81.25,116.25,0.0
19980101.0,-81.25,118.75,0.18000029
19980101.0,-81.25,121.25,0.082500264
19980101.0,-81.25,123.75,0.0
19980101.0,-81.25,126.25,0.0
19980101.0,-81.25,128.75,0.0
19980101.0,-81.25,131.25,0.0
19980101.0,-81.25,133.75,0.0
19980101.0,-81.25,136.25,0.0
19980101.0,-81.25,138.75,0.0
19980101.0,-81.25,141.25,0.0
19980101.0,-81.25,143.75,0.0
19980101.0,-81.25,146.25,0.0
19980101.0,-81.25,148.75,0.10499989
19980101.0,-81.25,151.25,0.97500086
19980101.0,-81.25,153.75,1.9725003
19980101.0,-81.25,156.25,4.5450044
19980101.0,-81.25,158.75,1.732504
19980101.0,-81.25,161.25,0.5774997
19980101.0,-81.25,163.75,0.81749994
19980101.0,-81.25,166.25,0.99000084
19980101.0,-81.25,168.75,3.0599983
19980101.0,-81.25,171.25,2.6399999
19980101.0,-81.25,173.75,1.665001
19980101.0,-81.25,176.25,0.57000023
19980101.0,-81.25,178.75,0.36000028
19980101.0,-81.25,181.25,0.037499975
19980101.0,-81.25,183.75,0.0
19980101.0,-81.25,186.25,0.0
19980101.0,-81.25,188.75,0.0
19980101.0,-81.25,191.25,0.0
19980101.0,-81.25,193.75,0.022500074
19980101.0,-81.25,196.25,0.8400011
19980101.0,-81.25,198.75,0.6224996
19980101.0,-81.25,201.25,0.4275
19980101.0,-81.25,203.75,0.165
19980101.0,-81.25,206.25,0.27000067
19980101.0,-81.25,208.75,0.0
19980101.0,-81.25,211.25,0.059999853
19980101.0,-81.25,213.75,0.12749997
19980101.0,-81.25,216.25,0.30750003
19980101.0,-81.25,218.75,0.0
19980101.0,-81.25,221.25,8.467498
19980101.0,-81.25,223.75,2.8275025
19980101.0,-81.25,226.25,1.4625002
19980101.0,-81.25,228.75,1.1099998
19980101.0,-81.25,231.25,0.0599998
19980101.0,-81.25,233.75,0.0
19980101.0,-81.25,236.25,0.43500143
19980101.0,-81.25,238.75,0.0
19980101.0,-81.25,241.25,0.20249933
19980101.0,-81.25,243.75,0.037499927
19980101.0,-81.25,246.25,0.0
19980101.0,-81.25,248.75,0.0
19980101.0,-81.25,251.25,0.074999854
19980101.0,-81.25,253.75,0.5250001
19980101.0,-81.25,256.25,0.15749952
19980101.0,-81.25,258.75,0.01499995
19980101.0,-81.25,261.25,0.0449999
19980101.0,-81.25,263.75,0.1349997
19980101.0,-81.25,266.25,0.72000116
19980101.0,-81.25,268.75,1.9574997
19980101.0,-81.25,271.25,0.24749917
19980101.0,-81.25,273.75,0.0
19980101.0,-81.25,276.25,0.8025012
19980101.0,-81.25,278.75,15.727498
19980101.0,-81.25,281.25,6.6899915
19980101.0,-81.25,283.75,9.8719225
19980101.0,-81.25,286.25,3.6652114
19980101.0,-81.25,288.75,0.0
19980101.0,-81.25,291.25,0.0
19980101.0,-81.25,293.75,0.0
19980101.0,-81.25,296.25,0.0
19980101.0,-81.25,298.75,0.015000049
19980101.0,-81.25,301.25,0.0
19980101.0,-81.25,303.75,0.0
19980101.0,-81.25,306.25,0.0
19980101.0,-81.25,308.75,0.0
19980101.0,-81.25,311.25,0.0
19980101.0,-81.25,313.75,0.0
19980101.0,-81.25,316.25,0.0
19980101.0,-81.25,318.75,0.007499975
19980101.0,-81.25,321.25,0.007499975
19980101.0,-81.25,323.75,0.060000192
19980101.0,-81.25,326.25,0.13499999
19980101.0,-81.25,328.75,0.6899981
19980101.0,-81.25,331.25,1.3650026
19980101.0,-81.25,333.75,0.5999991
19980101.0,-81.25,336.25,3.3825002
19980101.0,-81.25,338.75,2.4300008
19980101.0,-81.25,341.25,3.8100002
19980101.0,-81.25,343.75,6.7425
19980101.0,-81.25,346.25,2.1824992
19980101.0,-81.25,348.75,2.0324998
19980101.0,-81.25,351.25,0.7125003
19980101.0,-81.25,353.75,0.93749946
19980101.0,-81.25,356.25,1.5374993
19980101.0,-81.25,358.75,19.50751
19980101.0,-78.75,1.25,9.262501
19980101.0,-78.75,3.75,14.422502
19980101.0,-78.75,6.25,11.647501
19980101.0,-78.75,8.75,14.722499
19980101.0,-78.75,11.25,7.6650004
19980101.0,-78.75,13.75,2.332498
19980101.0,-78.75,16.25,5.542497
19980101.0,-78.75,18.75,0.7649991
19980101.0,-78.75,21.25,1.5599989
19980101.0,-78.75,23.75,0.58500004
19980101.0,-78.75,26.25,0.03749981
19980101.0,-78.75,28.75,0.0
19980101.0,-78.75,31.25,0.0
19980101.0,-78.75,33.75,0.0
19980101.0,-78.75,36.25,0.0
19980101.0,-78.75,38.75,0.0
19980101.0,-78.75,41.25,0.0
19980101.0,-78.75,43.75,0.0
19980101.0,-78.75,46.25,0.0
19980101.0,-78.75,48.75,0.0
19980101.0,-78.75,51.25,0.0
19980101.0,-78.75,53.75,0.18000014
19980101.0,-78.75,56.25,0.0
19980101.0,-78.75,58.75,0.0
19980101.0,-78.75,61.25,0.15000021
19980101.0,-78.75,63.75,0.765
19980101.0,-78.75,66.25,0.0
19980101.0,-78.75,68.75,0.0
19980101.0,-78.75,71.25,0.0
19980101.0,-78.75,73.75,0.0
19980101.0,-78.75,76.25,3.4875038
19980101.0,-78.75,78.75,0.05249974
19980101.0,-78.75,81.25,0.0
19980101.0,-78.75,83.75,0.2325001
19980101.0,-78.75,86.25,0.54000103
19980101.0,-78.75,88.75,0.44250092
19980101.0,-78.75,91.25,0.41250002
19980101.0,-78.75,93.75,0.014999926
19980101.0,-78.75,96.25,0.4425004
19980101.0,-78.75,98.75,0.05249974
19980101.0,-78.75,101.25,0.13499993
19980101.0,-78.75,103.75,0.02250011
19980101.0,-78.75,106.25,0.02249989
19980101.0,-78.75,108.75,0.0
19980101.0,-78.75,111.25,0.0
19980101.0,-78.75,113.75,0.022499962
19980101.0,-78.75,116.25,0.0
19980101.0,-78.75,118.75,0.18000044
19980101.0,-78.75,121.25,0.0825004
19980101.0,-78.75,123.75,0.0
19980101.0,-78.75,126.25,0.0
19980101.0,-78.75,128.75,0.0
19980101.0,-78.75,131.25,0.0
19980101.0,-78.75,133.75,0.0
19980101.0,-78.75,136.25,0.0
19980101.0,-78.75,138.75,0.0
19980101.0,-78.75,141.25,0.0
19980101.0,-78.75,143.75,0.0
19980101.0,-78.75,146.25,0.0
19980101.0,-78.75,148.75,0.10499985
19980101.0,-78.75,151.25,0.97500134
19980101.0,-78.75,153.75,1.9725004
19980101.0,-78.75,156.25,4.5450068
19980101.0,-78.75,158.75,1.732506
19980101.0,-78.75,161.25,0.57749957
19980101.0,-78.75,163.75,0.8174999
19980101.0,-78.75,166.25,0.9900013
19980101.0,-78.75,168.75,3.0599976
19980101.0,-78.75,171.25,2.6399996
19980101.0,-78.75,173.75,1.6650015
19980101.0,-78.75,176.25,0.57000035
19980101.0,-78.75,178.75,0.36000043
19980101.0,-78.75,181.25,0.03749996
19980101.0,-78.75,183.75,0.0
19980101.0,-78.75,186.25,0.0
19980101.0,-78.75,188.75,0.0
19980101.0,-78.75,191.25,0.0
19980101.0,-78.75,193.75,0.022500109
19980101.0,-78.75,196.25,0.84000164
19980101.0,-78.75,198.75,0.62249935
19980101.0,-78.75,201.25,0.42750004
19980101.0,-78.75,203.75,0.165
19980101.0,-78.75,206.25,0.27000102
19980101.0,-78.75,208.75,0.0
19980101.0,-78.75,211.25,0.05999978
19980101.0,-78.75,213.75,0.12749997
19980101.0,-78.75,216.25,0.30750003
19980101.0,-78.75,218.75,0.0
19980101.0,-78.75,221.25,8.467497
19980101.0,-78.75,223.75,2.827504
19980101.0,-78.75,226.25,1.4625003
19980101.0,-78.75,228.75,1.1099997
19980101.0,-78.75,231.25,0.059999704
19980101.0,-78.75,233.75,0.0
19980101.0,-78.75,236.25,0.43500215
19980101.0,-78.75,238.75,0.0
19980101.0,-78.75,241.25,0.20249899
19980101.0,-78.75,243.75,0.03749989
19980101.0,-78.75,246.25,0.0
19980101.0,-78.75,248.75,0.0
19980101.0,-78.75,251.25,0.07499978
19980101.0,-78.75,253.75,0.5250001
19980101.0,-78.75,256.25,0.15749928
19980101.0,-78.75,258.75,0.014999926
19980101.0,-78.75,261.25,0.044999853
19980101.0,-78.75,263.75,0.13499956
19980101.0,-78.75,266.25,0.72000176
19980101.0,-78.75,268.75,1.9574997
19980101.0,-78.75,271.25,0.24749877
19980101.0,-78.75,273.75,0.0
19980101.0,-78.75,276.25,0.80250186
19980101.0,-78.75,278.75,15.727498
19980101.0,-78.75,281.25,6.689987
19980101.0,-78.75,283.75,9.871922
19980101.0,-78.75,286.25,3.6652088
19980101.0,-78.75,288.75,0.0
19980101.0,-78.75,291.25,0.0
19980101.0,-78.75,293.75,0.0
19980101.0,-78.75,296.25,0.0
